OTUID	Kingdom	Phylum	Class	Order	Family	Genus
OTU1028	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Steroidobacterales	f_Woeseiaceae	g_Woeseia
OTU103	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_unclassified_f_Desulfocapsaceae
OTU1099	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	g_Muriicola
OTU110	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Vibrio
OTU1108	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Photobacterium
OTU1119	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfosarcinaceae	g_Sva0081_sediment_group
OTU1120	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_norank_f_Desulfocapsaceae
OTU1189	d_Bacteria	p_Actinobacteriota	c_Acidimicrobiia	o_Microtrichales	f_Microtrichaceae	g_Sva0996_marine_group
OTU1225	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfosarcinaceae	g_LCP-80
OTU1234	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_norank_c_Gammaproteobacteria	f_norank_o_norank_c_Gammaproteobacteria	g_norank_f_norank_o_norank_c_Gammaproteobacteria
OTU1280	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_SZB50	f_norank_o_SZB50	g_norank_f_norank_o_SZB50
OTU1282	d_Bacteria	p_Verrucomicrobiota	c_Chlamydiae	o_Chlamydiales	f_unclassified_o_Chlamydiales	g_unclassified_o_Chlamydiales
OTU1287	d_Bacteria	p_Verrucomicrobiota	c_Verrucomicrobiae	o_Verrucomicrobiales	f_Rubritaleaceae	g_Haloferula
OTU1288	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cellvibrionales	f_Halieaceae	g_unclassified_f_Halieaceae
OTU1305	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Alteromonadales	f_Shewanellaceae	g_Shewanella
OTU1319	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_B2M28	f_norank_o_B2M28	g_norank_f_norank_o_B2M28
OTU1321	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Gammaproteobacteria_Incertae_Sedis	f_unclassified_o_Gammaproteobacteria_Incertae_Sedis	g_norank_f_unclassified
OTU1345	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Photobacterium
OTU1372	d_Bacteria	p_Patescibacteria	c_ABY1	o_Candidatus_Falkowbacteria	f_norank_o_Candidatus_Falkowbacteria	g_norank_f_norank_o_Candidatus_Falkowbacteria
OTU1382	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Alteromonadales	f_Shewanellaceae	g_Ferrimonas
OTU1393	d_Bacteria	p_Acidobacteriota	c_Thermoanaerobaculia	o_Thermoanaerobaculales	f_Thermoanaerobaculaceae	g_Subgroup_10
OTU1402	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Gammaproteobacteria_Incertae_Sedis	f_unclassified_o_Gammaproteobacteria_Incertae_Sedis	g_norank_f_unclassified
OTU1425	d_Bacteria	p_Chloroflexi	c_KD4-96	o_norank_c_KD4-96	f_norank_o_norank_c_KD4-96	g_norank_f_norank_o_norank_c_KD4-96
OTU1452	d_Bacteria	p_Patescibacteria	c_Saccharimonadia	o_Saccharimonadales	f_norank_o_Saccharimonadales	g_norank_f_norank_o_Saccharimonadales
OTU1463	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_MBAE14	f_norank_o_MBAE14	g_norank_f_norank_o_MBAE14
OTU1464	d_Bacteria	p_Acidobacteriota	c_Subgroup_22	o_norank_c_Subgroup_22	f_norank_o_norank_c_Subgroup_22	g_norank_f_norank_o_norank_c_Subgroup_22
OTU1508	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Steroidobacterales	f_Woeseiaceae	g_Woeseia
OTU1513	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Cellvibrionales	f_Halieaceae	g_Halioglobus
OTU1557	d_Bacteria	p_Desulfobacterota	c_Desulfuromonadia	o_norank_c_Desulfuromonadia	f_Geopsychrobacteraceae	g_Desulfuromusa
OTU1605	d_Bacteria	p_Myxococcota	c_Polyangia	o_Polyangiales	f_Sandaracinaceae	g_norank_f_Sandaracinaceae
OTU1621	d_Bacteria	p_Bacteroidota	c_Rhodothermia	o_Rhodothermales	f_Rhodothermaceae	g_norank_f_Rhodothermaceae
OTU1642	d_Bacteria	p_Acidobacteriota	c_Vicinamibacteria	o_Subgroup_9	f_norank_o_Subgroup_9	g_norank_f_norank_o_Subgroup_9
OTU1644	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfosarcinaceae	g_SEEP-SRB1
OTU1645	d_Bacteria	p_Acidobacteriota	c_d142	o_norank_c_d142	f_norank_o_norank_c_d142	g_norank_f_norank_o_norank_c_d142
OTU1661	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_unclassified_f_Desulfocapsaceae
OTU1675	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_norank_f_Desulfocapsaceae
OTU1677	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_norank_f_Desulfocapsaceae
OTU1693	d_Bacteria	p_Gemmatimonadota	c_BD2-11_terrestrial_group	o_norank_c_BD2-11_terrestrial_group	f_norank_o_norank_c_BD2-11_terrestrial_group	g_norank_f_norank_o_norank_c_BD2-11_terrestrial_group
OTU1694	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_unclassified_f_Desulfocapsaceae
OTU1756	d_Bacteria	p_Gemmatimonadota	c_BD2-11_terrestrial_group	o_norank_c_BD2-11_terrestrial_group	f_norank_o_norank_c_BD2-11_terrestrial_group	g_norank_f_norank_o_norank_c_BD2-11_terrestrial_group
OTU1810	d_Bacteria	p_Chloroflexi	c_Anaerolineae	o_Caldilineales	f_Caldilineaceae	g_norank_f_Caldilineaceae
OTU1874	d_Bacteria	p_Actinobacteriota	c_Acidimicrobiia	o_Actinomarinales	f_norank_o_Actinomarinales	g_norank_f_norank_o_Actinomarinales
OTU1936	d_Bacteria	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	f_Desulfosarcinaceae	g_Sva0081_sediment_group
OTU1945	d_Bacteria	p_Bacteroidota	c_Ignavibacteria	o_Ignavibacteriales	f_Melioribacteraceae	g_IheB3-7
OTU1954	d_Bacteria	p_Actinobacteriota	c_Coriobacteriia	o_OPB41	f_norank_o_OPB41	g_norank_f_norank_o_OPB41
OTU2086	d_Bacteria	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	f_Desulfocapsaceae	g_norank_f_Desulfocapsaceae
OTU2141	d_Bacteria	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	f_Bacteroidetes_BD2-2	g_norank_f_Bacteroidetes_BD2-2
OTU2179	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Vibrio
OTU2183	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_unclassified_c_Gammaproteobacteria	f_unclassified_c_Gammaproteobacteria	g_unclassified_c_Gammaproteobacteria
OTU2198	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Vibrio
OTU2224	d_Bacteria	p_Actinobacteriota	c_Actinobacteria	o_Propionibacteriales	f_Propionibacteriaceae	g_norank_f_Propionibacteriaceae
OTU2274	d_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Vibrionales	f_Vibrionaceae	g_Vibrio
